gesture,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36,x37,y37,z37,x38,y38,z38,x39,y39,z39,x40,y40,z40,x41,y41,z41,x42,y42,z42,x43,y43,z43,x44,y44,z44,x45,y45,z45,x46,y46,z46,x47,y47,z47,x48,y48,z48,x49,y49,z49,x50,y50,z50,x51,y51,z51,x52,y52,z52,x53,y53,z53,x54,y54,z54,x55,y55,z55,x56,y56,z56,x57,y57,z57,x58,y58,z58,x59,y59,z59,x60,y60,z60,x61,y61,z61,x62,y62,z62,x63,y63,z63,x64,y64,z64,x65,y65,z65,x66,y66,z66,x67,y67,z67,x68,y68,z68,x69,y69,z69,x70,y70,z70,x71,y71,z71,x72,y72,z72,x73,y73,z73,x74,y74,z74,x75,y75,z75,x76,y76,z76,x77,y77,z77,x78,y78,z78,x79,y79,z79,x80,y80,z80,x81,y81,z81,x82,y82,z82,x83,y83,z83,x84,y84,z84,x85,y85,z85,x86,y86,z86,x87,y87,z87,x88,y88,z88,x89,y89,z89,x90,y90,z90,x91,y91,z91,x92,y92,z92,x93,y93,z93,x94,y94,z94,x95,y95,z95,x96,y96,z96,x97,y97,z97,x98,y98,z98,x99,y99,z99,x100,y100,z100,x101,y101,z101,x102,y102,z102,x103,y103,z103,x104,y104,z104,x105,y105,z105,x106,y106,z106,x107,y107,z107,x108,y108,z108,x109,y109,z109,x110,y110,z110,x111,y111,z111,x112,y112,z112,x113,y113,z113,x114,y114,z114,x115,y115,z115,x116,y116,z116,x117,y117,z117,x118,y118,z118,x119,y119,z119,x120,y120,z120,x121,y121,z121,x122,y122,z122,x123,y123,z123,x124,y124,z124,x125,y125,z125,x126,y126,z126,x127,y127,z127,x128,y128,z128,x129,y129,z129,x130,y130,z130,x131,y131,z131,x132,y132,z132,x133,y133,z133,x134,y134,z134,x135,y135,z135,x136,y136,z136,x137,y137,z137,x138,y138,z138,x139,y139,z139,x140,y140,z140,x141,y141,z141,x142,y142,z142,x143,y143,z143,x144,y144,z144,x145,y145,z145,x146,y146,z146,x147,y147,z147,x148,y148,z148,x149,y149,z149,x150,y150,z150,x151,y151,z151,x152,y152,z152,x153,y153,z153,x154,y154,z154,x155,y155,z155,x156,y156,z156,x157,y157,z157,x158,y158,z158,x159,y159,z159,x160,y160,z160,x161,y161,z161,x162,y162,z162,x163,y163,z163,x164,y164,z164,x165,y165,z165,x166,y166,z166,x167,y167,z167,x168,y168,z168,x169,y169,z169,x170,y170,z170,x171,y171,z171,x172,y172,z172,x173,y173,z173,x174,y174,z174,x175,y175,z175,x176,y176,z176,x177,y177,z177,x178,y178,z178,x179,y179,z179,x180,y180,z180,x181,y181,z181,x182,y182,z182,x183,y183,z183,x184,y184,z184,x185,y185,z185,x186,y186,z186,x187,y187,z187,x188,y188,z188,x189,y189,z189,x190,y190,z190,x191,y191,z191,x192,y192,z192,x193,y193,z193,x194,y194,z194,x195,y195,z195,x196,y196,z196,x197,y197,z197,x198,y198,z198,x199,y199,z199
wave,-242,-38,34,-243,-34,37,-243,-30,38,-231,-26,31,-228,-25,29,-234,-25,30,-242,-27,32,-248,-29,36,-244,-34,35,-238,-32,34,-226,-24,33,-223,-22,35,-227,-31,34,-232,-38,32,-235,-35,35,-233,-35,32,-233,-34,30,-234,-31,33,-238,-25,36,-244,-19,43,-244,-23,42,-237,-32,38,-235,-38,33,-242,-36,35,-251,-34,36,-254,-28,40,-238,-17,42,-230,-19,43,-223,-23,41,-225,-31,39,-226,-46,33,-232,-47,34,-239,-38,36,-243,-27,42,-237,-23,46,-228,-28,39,-221,-36,35,-217,-38,33,-237,-41,36,-246,-43,41,-243,-40,42,-235,-32,40,-214,-33,31,-215,-28,36,-224,-28,40,-233,-31,42,-236,-35,43,-228,-31,40,-223,-29,39,-220,-28,40,-232,-26,40,-246,-24,41,-254,-25,43,-252,-27,40,-240,-32,36,-237,-33,36,-236,-30,36,-239,-25,36,-244,-24,36,-249,-26,34,-249,-29,37,-241,-31,32,-235,-30,31,-232,-30,29,-232,-32,30,-236,-34,30,-238,-32,31
wave,-228,-17,23,-229,-19,22,-234,-21,20,-243,-23,28,-244,-23,22,-238,-23,20,-237,-17,20,-243,-15,23,-246,-19,25,-242,-24,23,-235,-27,21,-228,-30,19,-234,-29,22,-235,-24,27,-236,-12,33,-236,-2,38,-238,-7,41,-240,-15,41,-239,-20,36,-235,-23,33,-232,-19,26,-235,-18,26,-242,-18,26,-245,-16,27,-244,-14,21,-242,-17,19,-243,-22,20,-241,-26,20,-231,-28,21,-230,-28,21,-229,-26,21,-235,-25,25,-237,-24,26,-239,-24,28,-242,-20,32,-243,-20,33,-244,-16,33,-239,-23,35,-229,-25,32,-227,-15,29,-237,-13,33,-247,-13,37,-253,-13,35,-248,-19,33,-239,-27,29,-234,-32,27,-225,-25,26,-231,-14,28,-235,-9,30,-238,-9,32,-242,-11,31,-242,-16,31,-235,-25,26,-229,-26,23,-229,-23,23,-230,-24,24,-241,-9,30,-241,-9,33,-239,-11,30,-237,-14,30,-236,-18,28,-234,-24,28,-230,-21,26,-231,-16,28,-235,-14,30,-247,-15,31,-249,-17,29
wave,-242,-18,15,-243,-18,14,-239,-18,13,-236,-17,12,-239,-16,13,-240,-14,14,-240,-12,17,-241,-11,17,-241,-13,21,-240,-13,20,-239,-15,18,-237,-14,19,-237,-15,16,-240,-15,17,-242,-15,20,-240,-14,23,-234,-12,18,-234,-13,19,-230,-15,15,-232,-12,16,-242,-14,18,-242,-14,21,-239,-14,22,-234,-14,17,-241,-11,15,-243,-8,16,-244,-7,18,-242,-7,18,-235,-12,16,-225,-17,15,-226,-17,14,-231,-14,14,-240,-12,17,-247,-10,15,-243,-6,16,-239,-7,16,-235,-9,14,-233,-10,14,-230,-14,16,-233,-16,15,-236,-16,15,-239,-17,14,-242,-18,10,-243,-17,9,-246,-14,11,-249,-13,10,-247,-13,10,-247,-18,11,-245,-21,8,-242,-19,8,-242,-14,10,-237,-10,16,-232,-11,16,-227,-11,13,-226,-11,13,-236,-14,16,-241,-13,16,-243,-14,18,-240,-14,19,-234,-8,13,-236,-7,14,-241,-8,13,-245,-9,16,-241,-10,15,-238,-14,14,-235,-15,11,-230,-16,8
wave,-241,-10,12,-248,-8,13,-248,-8,15,-242,-8,11,-236,-13,7,-232,-28,7,-227,-30,7,-218,-25,4,-214,-14,8,-218,-8,12,-228,-9,15,-240,-10,19,-242,-12,15,-242,-13,14,-242,-15,14,-240,-16,13,-234,-21,6,-240,-20,7,-246,-22,6,-247,-20,6,-242,-20,9,-222,-16,9,-218,-16,14,-220,-16,15,-235,-18,20,-246,-16,17,-254,-10,15,-254,-7,13,-249,-6,12,-244,-9,14,-236,-13,14,-226,-17,7,-232,-15,9,-243,-17,11,-251,-17,14,-240,-18,9,-229,-19,6,-224,-20,5,-224,-23,6,-229,-24,9,-236,-18,12,-248,-7,16,-250,-8,14,-249,-10,15,-242,-12,12,-234,-13,10,-230,-18,5,-238,-18,5,-247,-19,11,-248,-18,10,-245,-20,9,-233,-16,9,-231,-14,9,-229,-15,13,-230,-16,14,-233,-17,15,-239,-16,15,-238,-14,13,-237,-9,10,-241,-9,12,-240,-11,9,-236,-12,8,-236,-13,9,-237,-15,10,-238,-15,8,-238,-17,7,-242,-20,6
wave,-242,-12,8,-246,-15,6,-245,-21,3,-242,-24,1,-238,-18,1,-236,-14,2,-238,-10,3,-242,-6,3,-247,-16,6,-244,-16,6,-238,-17,8,-231,-17,8,-228,-11,10,-232,-9,11,-244,-13,9,-247,-12,11,-242,-15,7,-237,-12,7,-235,-9,10,-233,-8,13,-223,-7,11,-224,-7,11,-230,-11,8,-238,-10,9,-244,-10,8,-245,-12,5,-235,-15,2,-232,-14,2,-231,-12,4,-234,-12,7,-237,-9,10,-237,-10,8,-245,-9,4,-252,-12,4,-254,-15,3,-249,-18,2,-240,-16,2,-233,-16,2,-231,-10,3,-237,-11,4,-245,-12,7,-252,-13,7,-251,-14,6,-247,-15,6,-238,-15,6,-227,-24,4,-221,-19,4,-223,-15,6,-236,-15,10,-247,-9,16,-244,-7,13,-239,-7,9,-235,-7,5,-239,-8,4,-244,-9,8,-247,-6,13,-235,-12,7,-231,-17,5,-231,-20,5,-233,-19,6,-232,-17,6,-230,-11,6,-228,-5,8,-239,-12,8,-243,-14,8,-246,-19,8,-246,-21,10
wave,-230,-15,1,-232,-12,-1,-254,-11,2,-256,-10,1,-255,-10,2,-247,-13,0,-237,-16,1,-229,-13,1,-225,-9,1,-232,-7,4,-238,-10,5,-240,-11,8,-242,-17,7,-239,-17,8,-236,-17,2,-236,-10,0,-238,-9,2,-246,-8,1,-248,-6,1,-249,-7,4,-237,-8,9,-225,-6,7,-219,-12,10,-207,-10,6,-213,-13,8,-220,-11,7,-251,-6,8,-256,-2,8,-256,0,7,-250,2,7,-241,1,5,-236,-6,7,-225,-19,1,-231,-22,3,-240,-24,3,-245,-20,3,-243,-16,7,-242,-13,4,-238,-13,4,-227,-16,0,-230,-14,1,-235,-22,0,-242,-19,1,-245,-18,4,-243,-16,6,-243,-9,5,-238,-8,6,-233,-7,3,-234,-16,3,-233,-17,1,-235,-21,3,-243,-14,4,-244,-9,5,-241,-5,3,-241,-7,4,-240,-10,4,-237,-12,3,-232,-14,1,-235,-14,2,-237,-12,5,-241,-13,9,-241,-11,8,-238,-12,8,-235,-12,3,-234,-9,1,-237,-7,1,-245,-12,3
wave,-237,-19,-1,-233,-22,-2,-226,-22,-2,-240,-16,1,-244,-10,3,-242,-6,2,-238,-7,-1,-235,-7,0,-236,-13,1,-240,-14,1,-238,-12,1,-234,-12,1,-230,-11,2,-229,-9,2,-232,-10,-1,-249,-18,0,-244,-17,0,-239,-15,0,-238,-15,-1,-237,-14,3,-236,-13,2,-239,-14,2,-241,-13,1,-245,-14,1,-244,-12,2,-238,-8,2,-233,-3,1,-232,-8,-1,-236,-14,1,-234,-17,0,-235,-19,-1,-235,-15,2,-236,-13,1,-241,-13,-4,-243,-12,0,-243,-13,0,-242,-12,2,-239,-10,1,-238,-10,2,-242,-22,1,-237,-23,-2,-238,-21,-3,-233,-22,-3,-233,-10,3,-231,-10,2,-230,-14,3,-225,-16,2,-225,-17,1,-230,-15,2,-249,-8,7,-251,-8,4,-249,-7,2,-243,-7,-1,-235,-11,-3,-232,-15,-1,-239,-20,1,-237,-28,-1,-232,-26,-4,-233,-17,-1,-242,-10,0,-247,-6,3,-249,-3,3,-243,-8,1,-236,-11,-2,-234,-13,-2,-238,-15,-3,-245,-7,3
wave,-247,-11,-1,-240,-13,-3,-233,-15,-8,-237,-12,-7,-241,-11,-9,-244,-11,-5,-240,-12,-3,-237,-16,-2,-226,-16,-1,-223,-15,-1,-226,-14,-1,-229,-11,-2,-244,-5,-1,-253,-4,-1,-260,-8,1,-261,-12,-2,-254,-16,-1,-229,-18,-11,-225,-16,-8,-221,-10,-5,-226,-9,-2,-236,-12,-1,-240,-10,2,-243,-9,3,-242,-6,4,-236,-3,1,-233,-6,4,-233,-6,1,-234,-7,-1,-241,-9,-2,-247,-9,-1,-247,-12,-1,-234,-7,-4,-234,-12,-3,-229,-7,-4,-237,-14,-1,-240,-15,1,-238,-13,-1,-236,-9,0,-232,-10,-2,-234,-11,-2,-236,-13,-2,-236,-19,-3,-235,-19,-4,-239,-20,-4,-241,-15,-3,-239,-12,-3,-237,-14,-4,-234,-16,-4,-236,-17,-5,-240,-18,-3,-240,-16,-4,-244,-15,-1,-242,-15,-1,-241,-12,-2,-243,-13,-1,-241,-12,-3,-237,-13,-3,-236,-16,-6,-236,-13,-3,-239,-14,-1,-236,-11,0,-234,-8,-1,-232,-13,-4,-229,-14,-5,-227,-16,-7,-237,-16,-2
wave,-230,-13,-3,-235,-13,-2,-236,-7,-4,-243,-7,-5,-244,-16,-7,-242,-20,-5,-234,-19,-4,-223,-9,-2,-228,-3,0,-235,-2,0,-244,-1,3,-248,-3,4,-245,-6,3,-238,-7,1,-232,-8,0,-236,-9,0,-238,-8,0,-237,-7,1,-234,-10,-3,-241,-15,-5,-251,-13,-5,-258,-10,-3,-258,-10,-1,-239,-12,-4,-229,-14,-7,-223,-12,-9,-225,-9,-4,-230,-9,-1,-237,-7,2,-245,-10,6,-237,-6,3,-234,-6,4,-227,-4,2,-230,-4,1,-241,-8,1,-246,-10,-3,-246,-15,-5,-250,-18,-2,-243,-15,-5,-242,-5,-3,-244,-6,-5,-245,-5,-2,-243,-3,-2,-235,-7,-5,-225,-20,-9,-221,-29,-10,-232,-19,-1,-236,-11,0,-239,-8,1,-236,-7,-2,-245,-17,-1,-234,-19,-5,-229,-18,-4,-227,-17,-2,-237,-8,3,-238,-1,6,-241,-5,3,-240,-4,2,-238,-7,1,-234,-8,0,-235,-7,0,-235,-7,1,-237,-10,0,-239,-13,-1,-239,-13,-1,-243,-14,-3,-242,-15,-4
wave,-223,0,1,-224,-4,0,-230,0,4,-247,-14,5,-247,-21,4,-241,-26,2,-234,-19,0,-225,-13,-1,-228,-9,-1,-236,-4,1,-254,-9,3,-252,-11,3,-244,-9,1,-240,-8,1,-230,-7,1,-226,-7,2,-234,-11,6,-237,-9,4,-241,-9,4,-247,-11,4,-247,-12,3,-246,-9,2,-234,-10,1,-230,-7,0,-238,-13,0,-238,-12,1,-241,-16,2,-245,-12,5,-242,-11,4,-230,-7,0,-227,-2,0,-235,-6,0,-242,-8,3,-244,-7,5,-243,-13,5,-235,-11,6,-237,-8,11,-234,-7,9,-234,-7,5,-235,-5,6,-237,-7,4,-231,-10,4,-233,-12,5,-230,-9,5,-229,-8,2,-233,-9,0,-242,-16,1,-252,-20,0,-256,-16,1,-250,-12,2,-242,-12,2,-234,-12,0,-230,-13,1,-232,-14,1,-239,-8,4,-239,-5,6,-239,-4,7,-240,-4,7,-236,-6,5,-233,-11,2,-231,-16,0,-233,-17,-1,-236,-14,0,-238,-11,2,-240,-5,4,-238,-1,4,-239,-5,3
